Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000149855, 0.000123573, 2.5167e-05, 0, 5705, 695, 0
0.00019203, 0.000151974, 3.9034e-05, 0, 5449, 697, 0
0.000152494, 0.00012056, 3.0654e-05, 0, 5718, 721, 0
0.000240746, 0.000188164, 5.1679e-05, 0, 5945, 753, 0
0.000143702, 0.000117927, 2.4356e-05, 0, 5960, 722, 0
0.00023889, 0.000184772, 5.2469e-05, 0, 5612, 676, 0
0.000157791, 0.000126795, 3.0049e-05, 0, 5467, 688, 0
0.000179123, 0.000153326, 2.4825e-05, 0, 5894, 707, 0
0.000262519, 0.000204768, 5.5744e-05, 0, 5721, 713, 0
0.0002113, 0.000167294, 4.2784e-05, 0, 6002, 720, 0
0.000199327, 0.000136615, 6.1072e-05, 0, 5698, 720, 0
0.000140102, 0.000115505, 2.37e-05, 0, 5348, 670, 0
0.000197385, 0.00015759, 3.8679e-05, 0, 5412, 659, 0
0.000146384, 0.000116677, 2.8541e-05, 0, 5985, 743, 0
0.000269657, 0.000208861, 5.8585e-05, 0, 5385, 672, 0
0.00018241, 0.000137219, 4.4255e-05, 0, 6004, 725, 0
0.000221121, 0.00016238, 5.7857e-05, 0, 5454, 688, 0
0.000161165, 0.000132239, 2.7361e-05, 0, 5599, 727, 0
0.000177731, 0.000123804, 5.3114e-05, 0, 5873, 722, 0
0.000152443, 0.000126525, 2.483e-05, 0, 6017, 707, 0
0.000164707, 0.000132831, 3.0953e-05, 0, 5583, 703, 0
0.00016221, 0.000130199, 3.1158e-05, 0, 5979, 715, 0
0.000231074, 0.000174185, 5.5627e-05, 0, 5944, 743, 0
0.000202846, 0.000159537, 4.2284e-05, 0, 5706, 698, 0
0.00013838, 0.000112116, 2.5258e-05, 0, 5971, 751, 0
0.000222268, 0.000165644, 5.4788e-05, 0, 5949, 719, 0
0.000195458, 0.00015577, 3.8379e-05, 0, 5270, 659, 0
0.000155224, 0.000129513, 2.454e-05, 0, 5970, 719, 0
0.000192489, 0.00016526, 2.4853e-05, 0, 5855, 707, 0
0.000150687, 0.000121035, 2.877e-05, 0, 5499, 699, 0
0.000179507, 0.000152039, 2.6469e-05, 0, 5931, 706, 0
0.00029842, 0.000249768, 4.5678e-05, 0, 5877, 735, 0
0.000305432, 0.000217175, 8.4659e-05, 0, 5750, 712, 0
0.000231096, 0.000200549, 2.8914e-05, 0, 5995, 723, 0
0.000150824, 0.00012534, 2.427e-05, 0, 5480, 679, 0
0.000216973, 0.000171485, 4.4138e-05, 0, 5798, 715, 0
0.000223554, 0.000176068, 4.6388e-05, 0, 6042, 733, 0
0.000231223, 0.000175022, 5.4569e-05, 0, 6017, 735, 0
0.000190525, 0.000157751, 2.9921e-05, 0, 5738, 711, 0
0.000226633, 0.000192611, 3.2136e-05, 0, 5954, 737, 0
0.000210809, 0.000168111, 4.2105e-05, 0, 6012, 720, 0
0.000193653, 0.000150356, 4.2277e-05, 0, 5271, 649, 0
0.000169952, 0.000134659, 2.5036e-05, 0, 5954, 716, 0
0.000224514, 0.000176381, 4.6591e-05, 0, 5550, 698, 0
0.000222855, 0.000173298, 4.829e-05, 0, 5434, 685, 0
0.000145853, 0.000120231, 2.4671e-05, 0, 6035, 734, 0
0.000245624, 0.000158755, 8.5449e-05, 0, 5643, 701, 0
0.000213828, 0.000155915, 5.665e-05, 0, 5416, 701, 0
0.000152464, 0.000126949, 2.4349e-05, 0, 6053, 707, 0
0.00020648, 0.000164441, 4.1427e-05, 0, 5935, 707, 0
0.000126014, 0.000102384, 2.2818e-05, 0, 5303, 683, 0
0.000201639, 0.000158569, 4.1978e-05, 0, 5725, 724, 0
0.000232665, 0.000184229, 4.7485e-05, 0, 5976, 766, 0
0.000161808, 0.000134078, 2.6705e-05, 0, 5769, 727, 0
0.000210142, 0.00016374, 4.4985e-05, 0, 5460, 690, 0
0.000149114, 0.000124783, 2.3309e-05, 0, 5509, 664, 0
0.000199997, 0.000158625, 3.9971e-05, 0, 5690, 702, 0
0.000206407, 0.000163977, 4.1144e-05, 0, 5984, 742, 0
0.000208743, 0.000143395, 6.3363e-05, 0, 5946, 732, 0
0.000156631, 0.000129397, 2.6693e-05, 0, 5704, 721, 0
0.000185734, 0.000144496, 3.9393e-05, 0, 5686, 723, 0
0.000228826, 0.000177872, 4.9236e-05, 0, 5674, 718, 0
0.000196537, 0.000157359, 3.7893e-05, 0, 5212, 637, 0
0.000237354, 0.000192154, 4.3856e-05, 0, 6017, 731, 0
0.000164861, 0.000136055, 2.7729e-05, 0, 5878, 720, 0
0.000212921, 0.000170467, 4.145e-05, 0, 5270, 676, 0
0.000146325, 0.000120944, 2.4408e-05, 0, 5924, 720, 0
0.0001683, 0.00013609, 3.0108e-05, 0, 5948, 729, 0
0.000152978, 0.000128074, 2.4105e-05, 0, 5792, 707, 0
0.000131255, 0.0001063, 2.3613e-05, 0, 5578, 683, 0
0.000133976, 0.000109913, 2.2957e-05, 0, 5719, 709, 0
0.000136053, 0.000111371, 2.3732e-05, 0, 5588, 689, 0
0.000161713, 0.000136185, 2.4483e-05, 0, 5894, 705, 0
0.000214384, 0.000165468, 4.7751e-05, 0, 5911, 745, 0
0.000560267, 0.000421482, 0.000135642, 0, 5686, 706, 0
0.000236746, 0.000191985, 4.358e-05, 0, 5960, 761, 0
0.000211557, 0.000167842, 4.2552e-05, 0, 5978, 707, 0
0.00015089, 0.000124459, 2.5632e-05, 0, 5760, 710, 0
0.000252202, 0.000190015, 6.062e-05, 0, 5906, 709, 0
0.000199088, 0.000157569, 4.0349e-05, 0, 5466, 682, 0
0.00022388, 0.000176725, 4.589e-05, 0, 5793, 726, 0
0.0002165, 0.000167295, 4.745e-05, 0, 5920, 734, 0
0.000302947, 0.000264298, 3.497e-05, 0, 5984, 741, 0
0.000201993, 0.000158447, 4.1907e-05, 0, 5772, 706, 0
0.000208264, 0.000165078, 4.2469e-05, 0, 6038, 731, 0
0.000263289, 0.000183737, 7.7662e-05, 0, 5933, 704, 0
0.000164549, 0.000137358, 2.6119e-05, 0, 5730, 707, 0
0.00018253, 0.000132657, 4.8221e-05, 0, 5977, 735, 0
0.000200538, 0.000159209, 4.0328e-05, 0, 5496, 688, 0
0.000188417, 0.00014554, 4.1503e-05, 0, 5793, 739, 0
0.000225579, 0.000182133, 4.2616e-05, 0, 5879, 713, 0
0.000186641, 0.000154581, 3.0756e-05, 0, 5975, 716, 0
0.000328979, 0.000254248, 7.2541e-05, 0, 5687, 706, 0
0.000224668, 0.000177658, 4.567e-05, 0, 5872, 710, 0
0.000164848, 0.000133473, 2.9954e-05, 0, 5931, 731, 0
0.000212471, 0.000167873, 4.3061e-05, 0, 5698, 719, 0
0.000156143, 0.000127903, 2.7118e-05, 0, 5940, 737, 0
0.000151417, 0.000125785, 2.4439e-05, 0, 5959, 702, 0
0.000178545, 0.000142521, 3.5117e-05, 0, 5733, 701, 0
0.000150084, 0.00012449, 2.4696e-05, 0, 5732, 704, 0
0.000192149, 0.000153438, 3.7198e-05, 0, 5600, 699, 0
0.000177407, 0.000135206, 4.083e-05, 0, 5723, 727, 0
0.000181075, 0.000137392, 4.1841e-05, 0, 5731, 722, 0
0.000170169, 0.000140213, 2.8989e-05, 0, 5934, 753, 0
0.000196033, 0.000154763, 4.0525e-05, 0, 5609, 692, 0
0.000184662, 0.00013566, 4.7609e-05, 0, 5779, 696, 0
0.000187453, 0.000141025, 4.5115e-05, 0, 5373, 674, 0
0.00014583, 0.000118462, 2.6494e-05, 0, 5265, 675, 0
0.000151349, 0.0001109, 3.9309e-05, 0, 5526, 670, 0
0.000189966, 0.000158364, 3.0419e-05, 0, 6081, 750, 0
0.000136228, 0.00011249, 2.2792e-05, 0, 5578, 712, 0
0.000317862, 0.000205291, 0.000109214, 0, 5882, 724, 0
0.00044828, 0.000286522, 0.000159398, 0, 6054, 712, 0
0.000225814, 0.000158934, 6.5449e-05, 0, 5597, 684, 0
0.000236484, 0.000192742, 3.9845e-05, 0, 5998, 734, 0
0.000165711, 0.00013817, 2.651e-05, 0, 5593, 706, 0
0.000181723, 0.000153288, 2.6661e-05, 0, 5737, 716, 0
0.000152545, 0.000124871, 2.6723e-05, 0, 5966, 734, 0
0.000525738, 0.000326662, 0.000194764, 0, 6033, 739, 0
0.000161483, 0.000135108, 2.5282e-05, 0, 5710, 693, 0
0.00021456, 0.000171789, 4.181e-05, 0, 6044, 715, 0
0.000142897, 0.000115137, 2.66e-05, 0, 5400, 703, 0
0.000140945, 0.0001149, 2.4954e-05, 0, 5284, 689, 0
0.000213212, 0.000168404, 4.3709e-05, 0, 5994, 735, 0
0.000153365, 0.000125132, 2.7181e-05, 0, 5518, 706, 0
0.000281883, 0.000202963, 7.6842e-05, 0, 5742, 711, 0
0.000142782, 0.000119034, 2.2594e-05, 0, 5977, 722, 0
0.000139203, 0.000116015, 2.2137e-05, 0, 5526, 679, 0
0.000333403, 0.000255394, 7.5081e-05, 0, 5512, 678, 0
0.000151503, 0.000123621, 2.6836e-05, 0, 5975, 725, 0
0.000259091, 0.000200525, 5.748e-05, 0, 5478, 706, 0
0.000265341, 0.000219787, 4.3884e-05, 0, 5768, 698, 0
0.000158668, 0.000132788, 2.4364e-05, 0, 5923, 729, 0
0.000156878, 0.000126845, 2.8394e-05, 0, 5953, 716, 0
0.000148842, 0.000123551, 2.4058e-05, 0, 5715, 698, 0
0.000134349, 0.000110028, 2.3303e-05, 0, 5457, 695, 0
0.000135912, 0.000110961, 2.3764e-05, 0, 5486, 687, 0
0.000181066, 0.000147559, 3.2051e-05, 0, 5706, 724, 0
0.000282159, 0.000195948, 8.4949e-05, 0, 5968, 721, 0
0.000163865, 0.000134563, 2.8296e-05, 0, 5993, 742, 0
0.000205011, 0.000162616, 4.0887e-05, 0, 5767, 692, 0
0.000237925, 0.000188709, 4.7272e-05, 0, 5647, 686, 0
0.000170852, 0.000144894, 2.4885e-05, 0, 5886, 719, 0
0.000253373, 0.000197117, 5.52e-05, 0, 5781, 691, 0
0.000152789, 0.000123072, 2.8589e-05, 0, 5417, 697, 0
0.000216377, 0.000167719, 4.7191e-05, 0, 5904, 728, 0
0.00023644, 0.000191482, 4.3524e-05, 0, 5325, 697, 0
0.000222659, 0.000177493, 4.341e-05, 0, 5404, 687, 0
0.000253063, 0.000197758, 5.3842e-05, 0, 5974, 715, 0
0.000134849, 0.000110536, 2.3396e-05, 0, 5735, 707, 0
0.000151735, 0.000128742, 2.1847e-05, 0, 5459, 682, 0
0.000238549, 0.000193424, 4.2895e-05, 0, 5921, 732, 0
0.000207228, 0.000163927, 4.2211e-05, 0, 5789, 701, 0
0.000174962, 0.000142347, 3.076e-05, 0, 5952, 738, 0
0.000217625, 0.000184853, 2.8054e-05, 0, 5600, 699, 0
0.000179279, 0.00013855, 3.9081e-05, 0, 5237, 670, 0
0.000297014, 0.000231657, 6.3948e-05, 0, 5883, 725, 0
0.000207881, 0.000170655, 3.3756e-05, 0, 5927, 701, 0
0.000186781, 0.000156531, 2.9241e-05, 0, 5729, 728, 0
0.00025815, 0.000212617, 4.441e-05, 0, 5880, 706, 0
0.000163093, 0.000135446, 2.6648e-05, 0, 5753, 750, 0
0.000137534, 0.000113597, 2.2985e-05, 0, 5831, 699, 0
0.000141272, 0.000115768, 2.4096e-05, 0, 6012, 710, 0
0.000187724, 0.000156783, 2.9156e-05, 0, 5941, 721, 0
0.00017368, 0.000143347, 2.9168e-05, 0, 5748, 689, 0
0.000152838, 0.000121966, 2.9925e-05, 0, 5998, 744, 0
0.000147514, 0.000121209, 2.505e-05, 0, 5392, 695, 0
0.000197243, 0.000160946, 3.4821e-05, 0, 5672, 728, 0
0.000176029, 0.000148381, 2.6883e-05, 0, 5902, 735, 0
0.000190923, 0.000150517, 3.9603e-05, 0, 5474, 681, 0
0.000377444, 0.000323102, 4.9663e-05, 0, 5474, 681, 0
0.000287457, 0.000250726, 3.378e-05, 0, 5789, 710, 0
0.000208138, 0.000163129, 4.2237e-05, 0, 5986, 734, 0
0.000218147, 0.000176786, 4.0411e-05, 0, 5242, 679, 0
0.000138784, 0.000113224, 2.4508e-05, 0, 5961, 742, 0
0.00035819, 0.000223932, 0.000130754, 0, 5946, 730, 0
0.000243929, 0.00020188, 4.1298e-05, 0, 5671, 687, 0
0.000162987, 0.000136572, 2.5259e-05, 0, 5970, 700, 0
0.000143651, 0.000117751, 2.4867e-05, 0, 5937, 710, 0
0.000146444, 0.000120974, 2.4549e-05, 0, 5334, 671, 0
0.000233079, 0.000189123, 4.1669e-05, 0, 6055, 722, 0
0.000184455, 0.000151089, 3.1944e-05, 0, 5946, 754, 0
0.000399714, 0.000263432, 0.000135301, 0, 5793, 718, 0
0.00031414, 0.000196388, 0.000116251, 0, 6026, 730, 0
0.000242774, 0.000187566, 5.3437e-05, 0, 5796, 696, 0
0.000282782, 0.000216667, 6.1969e-05, 0, 5704, 702, 0
0.000211636, 0.000176015, 3.1998e-05, 0, 5937, 728, 0
0.00022243, 0.000172798, 4.8588e-05, 0, 5975, 731, 0
0.00020607, 0.000163248, 4.2143e-05, 0, 5743, 725, 0
0.000347552, 0.000235682, 0.000106489, 0, 5425, 704, 0
0.000270749, 0.000199638, 6.9819e-05, 0, 6049, 735, 0
0.000377271, 0.000269789, 0.000100469, 0, 5808, 700, 0
0.000168254, 0.000141685, 2.5576e-05, 0, 6059, 732, 0
0.000153436, 0.000128639, 2.3717e-05, 0, 5396, 673, 0
0.000321982, 0.000177406, 0.000141119, 0, 5697, 703, 0
0.000235186, 0.000181246, 5.2796e-05, 0, 6053, 725, 0
0.000235607, 0.000184084, 4.7881e-05, 0, 5964, 754, 0
0.00029328, 0.000231595, 5.6571e-05, 0, 5749, 710, 0
0.000337993, 0.000269078, 6.6465e-05, 0, 6005, 698, 0
0.000313413, 0.000199517, 0.000112002, 0, 5391, 674, 0
0.000156971, 0.000127281, 2.8594e-05, 0, 5711, 705, 0
0.000222105, 0.000173251, 4.7974e-05, 0, 6016, 725, 0
0.000150798, 0.000123819, 2.5035e-05, 0, 5738, 722, 0
0.00025247, 0.000200268, 4.9011e-05, 0, 5735, 682, 0
0.000254016, 0.000206616, 4.6042e-05, 0, 5933, 733, 0
0.000156549, 0.000131371, 2.4253e-05, 0, 5922, 687, 0
0.000201726, 0.000174918, 2.5537e-05, 0, 5306, 672, 0
0.000160291, 0.000113373, 4.5796e-05, 0, 5928, 717, 0
0.000288375, 0.000223562, 6.269e-05, 0, 5988, 736, 0
