mapping(ms), replan(ms), sfc(ms), mpc(ms), df(ms), 
0.057106, 0.008091, 1.47222, 1.59123, 0.001064, 
0, 0.012393, 2.58298, 2.66896, 0.001612, 
0, 0.007896, 1.61713, 1.76988, 0.000901, 
0, 0.007209, 1.56754, 1.67863, 0.000815, 
0, 0.00762, 1.66462, 1.73931, 0.000805, 
0, 0.007229, 0.710426, 2.70483, 0.00095, 
0.078587, 0.009294, 2.67305, 2.99516, 0.001207, 
0, 0.009396, 2.61273, 2.44342, 0.000972, 
0, 0.008798, 2.74558, 2.40614, 0.000747, 
0, 0.008951, 2.70863, 2.83995, 0.001141, 
0.62289, 0.010451, 2.65815, 2.26788, 0.00109, 
0, 0.007796, 1.4456, 1.61706, 0.000788, 
0, 0.006802, 1.41605, 1.73937, 0.000488, 
0, 0.009741, 0.933557, 3.59329, 0.001172, 
0, 0.008543, 1.1266, 1.87087, 0.001291, 
0, 0.009368, 1.05923, 1.84555, 0.000633, 
0.170179, 0.005279, 0.700459, 1.29649, 0.000612, 
0, 0.006434, 1.48219, 1.46258, 0.000784, 
0, 0.005808, 1.57341, 1.62778, 0.000556, 
0, 0.006047, 1.53757, 1.59791, 0.000888, 
0.013566, 0.007101, 1.49834, 1.5785, 0.001064, 
0, 0.010407, 2.69019, 2.85681, 0.001134, 
0, 0.008583, 2.57487, 2.49897, 0.000705, 
0, 0.004953, 1.5642, 1.77364, 0.000768, 
0, 0.006256, 1.55234, 1.67708, 0.000627, 
0, 0.006685, 1.52055, 1.54079, 0.000855, 
0.364935, 0.006077, 1.47606, 1.70267, 0.000649, 
0, 0.006212, 1.42717, 1.43231, 0.000701, 
0, 0.006676, 1.46789, 1.40424, 0.000815, 
0, 0.006184, 1.5149, 1.60123, 0.000708, 
0.360095, 0.007008, 1.50829, 1.59229, 0.001024, 
0, 0.006037, 1.45378, 1.61394, 0.001144, 
0, 0.006505, 1.46652, 1.53049, 0.000555, 
0, 0.00645, 2.26673, 2.48414, 0.001128, 
0, 0.006016, 2.3991, 2.61603, 0.000989, 
0.028623, 0.006683, 2.4661, 2.94412, 0.00109, 
0, 0.006149, 1.6253, 1.83775, 0.001439, 
0, 0.005483, 1.61536, 1.981, 0.000589, 
0, 0.005229, 1.53964, 1.95812, 0.000857, 
0, 0.004541, 1.47982, 1.78771, 0.000573, 
0, 0.006656, 1.4983, 1.83314, 0.000765, 
0.201206, 0.004892, 0.704977, 3.17551, 0.000919, 
0, 0.00627, 0.691425, 1.5922, 0.000725, 
0, 0.008639, 0.797757, 1.45476, 0.000718, 
0, 0.006182, 0.683989, 1.30749, 0.000738, 
0.583002, 0.005684, 0.67355, 1.36896, 0.000669, 
0, 0.006943, 0.748157, 1.44316, 0.000941, 
0, 0.006467, 0.730107, 1.40637, 0.000607, 
0, 0.0047, 0.720939, 1.32173, 0.00065, 
0, 0.004624, 0.674006, 1.3744, 0.000772, 
0.093299, 0.005681, 0.689247, 1.42903, 0.000914, 
0, 0.009955, 1.25534, 2.49363, 0.001126, 
0, 0.012562, 1.23006, 2.5118, 0.001013, 
0, 0.008089, 1.18711, 2.36217, 0.001078, 
0, 0.00507, 0.684622, 1.33628, 0.000909, 
0, 0.007017, 1.17698, 1.37349, 0.000818, 
0.073123, 0.005959, 0.732552, 1.30743, 0.000797, 
0, 0.007899, 1.1341, 1.88078, 0.000579, 
0, 0.004966, 0.704423, 1.3723, 0.000706, 
0, 0.00434, 0.730085, 1.27864, 0.00057, 
0.618509, 0.006415, 1.15611, 2.12458, 0.001236, 
0, 0.008314, 0.845426, 1.3065, 0.001118, 
0, 0.006028, 1.10412, 1.9855, 0.000551, 
0, 0.004519, 0.649865, 1.39746, 0.000548, 
0, 0.004815, 0.680488, 1.37429, 0.000647, 
0, 0.004244, 0.711945, 1.40473, 0.000651, 
0.21804, 0.004395, 0.699195, 1.38617, 0.000635, 
0, 0.004439, 0.681, 1.39301, 0.000651, 
0, 0.006044, 0.693173, 1.28107, 0.001031, 
0, 0.003807, 0.701093, 1.31908, 0.000647, 
0.015109, 0.004121, 0.694548, 1.34713, 0.000822, 
0, 0.007812, 1.15915, 1.32368, 0.000829, 
0, 0.003707, 0.714622, 1.4095, 0.000633, 
0, 0.00454, 0.731833, 1.40166, 0.000593, 
0, 0.004669, 0.735556, 1.42694, 0.000627, 
0, 0.003933, 0.721126, 1.36153, 0.001893, 
0.360872, 0.004432, 0.810079, 1.50693, 0.000654, 
0, 0.005066, 0.782349, 1.52581, 0.000693, 
0, 0.003855, 0.759464, 1.35874, 0.000901, 
0, 0.007492, 1.3038, 2.27755, 0.001297, 
0, 0.006143, 1.33244, 2.55839, 0.001209, 
0.489795, 0.005563, 1.02684, 1.35841, 0.000845, 
0, 0.00477, 1.33547, 2.13952, 0.000763, 
0, 0.004348, 0.727671, 1.38417, 0.00054, 
0, 0.004026, 0.837629, 1.43408, 0.001273, 
0.029077, 0.003235, 0.720285, 1.35805, 0.000814, 
0, 0.007879, 0.758533, 1.33838, 0.000624, 
0, 0.002846, 0.731, 1.41745, 0.001214, 
0, 0.003299, 0.79144, 1.47141, 0.001101, 
0, 0.004762, 1.30901, 2.5618, 0.001083, 
0, 0.003261, 0.757475, 2.09544, 0.00126, 
0.182905, 0.004209, 0.751132, 1.40126, 0.000923, 
0, 0.003749, 0.775813, 1.40756, 0.00058, 
0, 0.00296, 0.830002, 1.50917, 0.000532, 
0, 0.00365, 0.896634, 1.4848, 0.000729, 
0, 0.005072, 1.52384, 2.87324, 0.001388, 
0.592189, 0.004648, 1.56287, 3.07151, 0.001019, 
0, 0.002603, 0.844644, 1.68106, 0.000636, 
0, 0.002828, 0.849092, 1.60544, 0.000719, 
0, 0.003445, 0.886979, 1.806, 0.000613, 
0.108659, 0.003983, 0.87715, 1.79504, 0.001722, 
0, 0.004114, 0.903938, 1.70228, 0.001143, 
0, 0.003136, 0.973264, 1.86225, 0.000936, 
0, 0.003241, 0.894654, 1.84472, 0.000641, 
0, 0.002899, 0.940137, 1.98893, 0.000851, 
0, 0.004528, 0.94836, 1.96634, 0.000876, 
0.098624, 0.004491, 1.59387, 3.57918, 0.001139, 
0, 0.004492, 1.60223, 2.63361, 0.001223, 
0, 0.004418, 1.60651, 3.2464, 0.001287, 
0, 0.004567, 1.61604, 3.33166, 0.001107, 
0.59821, 0.003513, 1.6386, 2.93789, 0.001434, 
0, 0.004969, 1.26848, 2.04678, 0.000837, 
0, 0.002593, 0.928338, 1.76776, 0.000627, 
0, 0.002568, 0.884106, 1.82898, 0.000996, 
0, 0.002958, 0.897491, 1.77596, 0.0008, 
0, 0.003373, 0.883303, 1.77814, 0.000926, 
0.172659, 0.00253, 0.896076, 1.80482, 0.00071, 
0, 0.00388, 0.924057, 1.89595, 0.000709, 
0, 0.003407, 0.918962, 1.71691, 0.000714, 
0, 0.002559, 0.857107, 1.76932, 0.000596, 
0, 0.003253, 0.923968, 1.79415, 0.000802, 
0.018154, 0.002885, 0.88119, 1.78818, 0.000947, 
0, 0.003919, 1.30025, 2.6332, 0.001314, 
0, 0.002888, 0.867794, 1.79027, 0.00082, 
0, 0.003057, 1.39838, 2.90001, 0.001076, 
0, 0.003876, 1.39266, 1.67913, 0.000874, 
0.356873, 0.002359, 0.886871, 1.62985, 0.000702, 
0, 0.006829, 0.858782, 1.65089, 0.000857, 
0, 0.002853, 0.933405, 1.78654, 0.000773, 
0, 0.004279, 1.58209, 3.18153, 0.001684, 
0, 0.003883, 1.56633, 3.40845, 0.001246, 
0.302046, 0.003026, 0.886096, 1.71147, 0.000979, 
0, 0.003223, 1.41251, 2.96114, 0.00115, 
0, 0.003429, 1.46149, 3.1373, 0.001637, 
0, 0.003755, 1.61499, 3.33285, 0.001295, 
0.028295, 0.003754, 1.55483, 1.88615, 0.001063, 
0, 0.003325, 0.949251, 1.83657, 0.00066, 
0, 0.006684, 0.8749, 1.89111, 0.000634, 
0, 0.003096, 1.39542, 3.43083, 0.001418, 
0, 0.002245, 0.918184, 1.93905, 0.002402, 
0, 0.002838, 0.901279, 1.87702, 0.001222, 
0.259585, 0.003061, 1.50609, 2.84629, 0.001112, 
0, 0.00217, 0.836765, 1.73687, 0.000615, 
0, 0.003422, 1.49871, 2.95493, 0.000976, 
0, 0.00243, 0.964157, 1.93456, 0.001629, 
0, 0.003105, 0.916484, 1.87148, 0.001115, 
0.425826, 0.001782, 0.952683, 1.85453, 0.000685, 
0, 0.004159, 1.62663, 1.95274, 0.000694, 
0, 0.001842, 0.826623, 1.67797, 0.000616, 
0, 0.001853, 0.832261, 1.69338, 0.000573, 
0, 0.005274, 0.906858, 1.82089, 0.001208, 
0.063663, 0.002259, 0.907606, 1.89348, 0.001163, 
0, 0.002345, 0.902816, 1.71052, 0.000945, 
0, 0.002229, 0.924964, 1.65689, 0.000873, 
0, 0.003264, 1.12085, 2.49211, 0.001142, 
0, 0.003448, 0.901756, 1.68801, 0.000542, 
0.091468, 0.002934, 1.3209, 2.14483, 0.000948, 
0, 0.002133, 0.869591, 1.71234, 0.000566, 
0, 0.002042, 0.913498, 1.69092, 0.000569, 
0, 0.00184, 0.898351, 1.85055, 0.000783, 
0, 0.002582, 0.880714, 1.74975, 0.000846, 
0.34328, 0.001661, 0.829426, 1.56972, 0.000958, 
0, 0.002043, 0.84777, 1.69987, 0.001836, 
0, 0.004096, 1.75436, 3.44079, 0.002314, 
0, 0.003457, 1.70689, 3.2835, 0.001432, 
0, 0.00371, 0.913149, 1.92439, 0.00091, 
0.260677, 0.002115, 1.48643, 1.84913, 0.000979, 
0, 0.002794, 1.54986, 2.89305, 0.00117, 
0, 0.002706, 1.11301, 1.85277, 0.001058, 
0, 0.002574, 0.920753, 1.69106, 0.00123, 
0, 0.002153, 0.960351, 1.88623, 0.001223, 
0.024078, 0.003031, 1.56376, 2.38679, 0.001191, 
0, 0.002034, 0.87132, 1.7422, 0.000651, 
0, 0.001672, 0.881219, 1.75111, 0.001708, 
0, 0.002899, 1.55529, 3.29674, 0.001419, 
0, 0.003818, 1.56413, 3.00236, 0.001126, 
0.420141, 0.002631, 1.5677, 3.25207, 0.001547, 
0, 0.00306, 1.536, 2.72225, 0.000953, 
0, 0.002223, 0.946243, 1.83974, 0.000865, 
0, 0.004163, 1.53659, 2.99599, 0.000995, 
0, 0.00233, 0.930793, 1.79495, 0.000831, 
0.264198, 0.00192, 0.861917, 1.83501, 0.000657, 
0, 0.001633, 0.89669, 1.82997, 0.00058, 
0, 0.001954, 0.884212, 1.86439, 0.000655, 
0, 0.00197, 0.854843, 1.55032, 0.000675, 
0, 0.002931, 0.878418, 1.68761, 0.001018, 
0.026384, 0.001856, 0.836213, 1.61765, 0.001139, 
0, 0.002105, 0.888675, 1.7638, 0.000807, 
0, 0.001966, 0.856521, 1.60692, 0.000641, 
0, 0.001546, 1.13849, 3.23138, 0.002497, 
0, 0.004354, 1.55187, 2.59018, 0.001407, 
0.214586, 0.00256, 1.51962, 2.95108, 0.001232, 
0, 0.002414, 1.52595, 3.10294, 0.001739, 
0, 0.002599, 0.896767, 1.70441, 0.001083, 
0, 0.002218, 0.866143, 1.46256, 0.00092, 
0, 0.002468, 0.882134, 1.74713, 0.000957, 
0.305777, 0.001554, 0.892208, 1.72818, 0.00074, 
0, 0.002294, 0.895898, 1.79916, 0.001045, 
0, 0.00241, 0.907324, 1.87287, 0.000983, 
0, 0.002266, 0.869074, 1.9384, 0.000564, 
0.055621, 0.00219, 0.91697, 3.04823, 0.003123, 
0, 0.002701, 0.875265, 1.83129, 0.000813, 
0, 0.002454, 0.993799, 1.93272, 0.000979, 
0, 0.00168, 0.891395, 2.3063, 0.000781, 
0, 0.002107, 0.93278, 1.87441, 0.000824, 
0, 0.003261, 1.55276, 3.26223, 0.001382, 
0.0787, 0.002572, 1.42169, 1.60015, 0.000936, 
0, 0.002179, 0.869039, 1.58586, 0.000581, 
0, 0.001187, 0.888954, 1.65817, 0.000649, 
0, 0.002277, 0.86772, 1.7579, 0.00071, 
0.377394, 0.00278, 1.49781, 2.37027, 0.000726, 
0, 0.004366, 1.51383, 3.10981, 0.001223, 
0, 0.002715, 1.49965, 2.95412, 0.00141, 
0, 0.002205, 0.940389, 1.83609, 0.000941, 
0, 0.002565, 1.55748, 3.13901, 0.001065, 
0, 0.003144, 1.38623, 1.96412, 0.000917, 
0.134154, 0.001393, 0.877276, 1.82456, 0.00093, 
0, 0.001909, 0.911696, 1.79129, 0.000621, 
0, 0.001756, 0.91981, 2.55531, 0.001146, 
0, 0.00229, 1.06303, 1.7457, 0.001251, 
0.044296, 0.001816, 0.906658, 1.91577, 0.000793, 
0, 0.002595, 1.496, 1.97677, 0.000636, 
0, 0.001641, 0.862466, 1.75472, 0.000499, 
0, 0.002746, 1.58059, 3.40284, 0.001226, 
0, 0.002745, 1.56436, 3.4805, 0.001637, 
0, 0.003472, 1.49496, 3.09663, 0.001351, 
0.300963, 0.001952, 1.40768, 2.89387, 0.001949, 
0, 0.002229, 1.48742, 2.20461, 0.000962, 
0, 0.001472, 0.88818, 1.79476, 0.000638, 
0, 0.002977, 1.58855, 2.17751, 0.000717, 
0.264545, 0.001656, 0.965284, 1.96312, 0.000941, 
0, 0.003206, 1.56067, 3.28328, 0.00095, 
0, 0.001808, 0.985215, 1.97201, 0.001133, 
0, 0.001304, 0.827371, 1.64934, 0.000752, 
0, 0.002624, 1.63948, 3.26155, 0.000759, 
0, 0.00233, 0.852447, 1.75218, 0.001171, 
0.011881, 0.001558, 0.828273, 1.65541, 0.000938, 
0, 0.002025, 0.858853, 1.83434, 0.00071, 
0, 0.001374, 0.854629, 1.84008, 0.000578, 
0, 0.0015, 0.910766, 1.73122, 0.00076, 
0, 0.002669, 0.833209, 1.69023, 0.000694, 
0.142755, 0.001642, 0.857466, 1.73052, 0.000613, 
0, 0.001703, 0.917493, 1.78824, 0.000925, 
0, 0.001549, 0.889401, 1.71145, 0.000552, 
0, 0.002078, 0.932585, 1.82418, 0.000618, 
0, 0.002545, 1.49835, 2.90177, 0.001217, 
0.270754, 0.002462, 1.56567, 3.14822, 0.001314, 
0, 0.003401, 1.6315, 3.03286, 0.000843, 
0, 0.001687, 0.870838, 1.62791, 0.000804, 
0, 0.003098, 1.52171, 3.08428, 0.001453, 
0, 0.002263, 0.917575, 1.9211, 0.001436, 
0.069048, 0.00189, 1.52481, 3.02472, 0.001381, 
0, 0.002619, 0.908488, 1.6799, 0.000809, 
0, 0.004107, 1.56218, 2.75501, 0.001002, 
0, 0.001926, 0.995442, 1.94011, 0.000589, 
0.05442, 0.001469, 0.889496, 1.80277, 0.001177, 
0, 0.001659, 0.933015, 1.85029, 0.00078, 
0, 0.002851, 1.19466, 1.86288, 0.000761, 
0, 0.001672, 0.89867, 1.69683, 0.000713, 
0, 0.001886, 0.887796, 1.76612, 0.000863, 
0.254904, 0.001626, 0.920013, 1.9481, 0.000957, 
0, 0.001899, 0.889705, 1.80016, 0.000835, 
0, 0.005661, 0.912429, 1.93914, 0.000685, 
0, 0.002058, 0.876394, 1.94366, 0.000678, 
0, 0.002693, 1.62048, 3.46527, 0.001224, 
0, 0.002758, 1.48505, 3.21358, 0.001057, 
0.154962, 0.002541, 1.15408, 1.85844, 0.000854, 
0, 0.002024, 0.932026, 1.90082, 0.000825, 
0, 0.001701, 0.902309, 1.9021, 0.000625, 
0, 0.001928, 0.958956, 1.93678, 0.000766, 
0.017382, 0.001475, 0.898911, 1.87153, 0.000756, 
0, 0.002609, 1.60651, 3.39479, 0.000933, 
0, 0.001473, 0.897349, 1.81746, 0.000866, 
0, 0.00185, 0.880954, 1.80379, 0.000684, 
0, 0.00274, 1.62831, 3.31087, 0.001512, 
0, 0.00182, 0.895106, 1.8447, 0.000736, 
0.154317, 0.00112, 0.933867, 1.91388, 0.00063, 
0, 0.001269, 0.926704, 1.95685, 0.0012, 
0, 0.001981, 1.5904, 3.36847, 0.001226, 
0, 0.003075, 1.60159, 3.40666, 0.001277, 
0, 0.002912, 1.60718, 3.4201, 0.00149, 
0.23902, 0.002106, 1.55066, 2.78127, 0.001135, 
0, 0.002546, 1.42066, 1.86999, 0.000584, 
0, 0.001549, 0.895206, 1.89812, 0.000952, 
0, 0.001551, 0.926195, 1.94946, 0.000989, 
0.013525, 0.001901, 1.01118, 1.992, 0.000643, 
0, 0.002008, 1.49996, 3.00523, 0.000834, 
0, 0.001775, 1.52413, 2.93067, 0.000717, 
0, 0.001567, 0.912589, 1.88998, 0.001223, 
0, 0.002717, 1.6177, 3.5079, 0.001344, 
0, 0.00334, 1.3891, 3.25295, 0.001342, 
0.109642, 0.001842, 1.35004, 2.98527, 0.001399, 
0, 0.001266, 1.37806, 3.02811, 0.00082, 
0, 0.001434, 1.4223, 3.4284, 0.000996, 
0, 0.004256, 1.59799, 2.63577, 0.000694, 
0.263551, 0.002058, 1.5347, 3.29631, 0.001393, 
0, 0.002417, 0.889485, 1.81042, 0.00111, 
0, 0.001503, 0.916037, 1.94707, 0.001175, 
0, 0.002577, 1.49781, 1.83363, 0.000718, 
0, 0.001423, 0.892014, 2.44235, 0.001147, 
0, 0.002057, 0.898717, 1.98689, 0.001519, 
0.05658, 56.7224, 2.06328, 3.08482, 0.000704, 
0, 55.5757, 2.04507, 8.87228, 0.000791, 
0.033963, 56.8281, 1.98156, 5.46681, 0.000837, 
0.187454, 56.9211, 2.12381, 7.90025, 0.000944, 
0, 56.4439, 1.96814, 6.12529, 0.000989, 
0.083737, 56.9412, 1.9546, 4.11966, 0.000863, 
0.022723, 56.142, 2.05236, 4.47732, 0.000784, 
0.493734, 55.1206, 1.88237, 4.13479, 0.000738, 
0, 54.9711, 1.98198, 3.25716, 0.000782, 
0.45196, 57.1481, 1.92262, 3.58264, 0.000733, 
0.169839, 63.4853, 1.8678, 2.0412, 0.000663, 
0.332486, 63.6336, 1.99901, 5.32635, 0.00062, 
0.256336, 63.891, 1.9529, 2.70896, 0.000747, 
0, 63.9879, 1.97425, 3.47477, 0.000639, 
0.213703, 60.8541, 1.96468, 3.90525, 0.001101, 
0.400461, 61.5764, 1.99605, 3.11886, 0.001026, 
0.275944, 61.7916, 1.98839, 3.15863, 0.000953, 
0.284648, 60.7274, 2.04148, 3.67268, 0.000869, 
0.053933, 59.5756, 2.06237, 4.35046, 0.000951, 
0, 62.4033, 2.19976, 3.3862, 0.000713, 
0.366109, 58.6435, 2.07081, 2.60188, 0.001195, 
0.339885, 56.7634, 2.23554, 3.0984, 0.000759, 
0.041911, 65.1882, 2.03947, 2.68284, 0.00078, 
0.164095, 64.1118, 1.88334, 2.92321, 0.000634, 
0, 61.952, 1.99838, 4.43095, 0.000799, 
0.291755, 63.1224, 2.07573, 5.4938, 0.000867, 
0.045542, 60.6449, 1.8717, 3.54233, 0.000953, 
0.032061, 60.3371, 2.00907, 4.8328, 0.000695, 
0.249973, 66.048, 2.06103, 4.17307, 0.000862, 
0.116996, 70.2667, 2.07529, 4.05177, 0.001316, 
0.010619, 64.2407, 2.17736, 4.12666, 0.001016, 
0.161679, 70.5399, 1.91815, 3.26823, 0.000937, 
0.234386, 73.2392, 2.03261, 3.32452, 0.000612, 
0.006898, 66.6243, 2.23554, 5.11876, 0.000841, 
0.087558, 69.5509, 1.87602, 4.25375, 0.000733, 
0.19605, 71.4314, 1.79062, 3.75732, 0.001093, 
0.017931, 70.3016, 1.80013, 2.57552, 0.001283, 
0.013303, 70.5775, 1.76544, 3.96485, 0.001685, 
0.170865, 68.2788, 1.67074, 4.76495, 0.001642, 
0.103133, 63.8899, 1.77261, 3.01615, 0.000682, 
0.004434, 64.5007, 1.67095, 2.20025, 0.000743, 
0.148905, 66.5614, 1.64935, 2.81708, 0.000719, 
0, 63.8664, 1.69402, 5.75068, 0.00112, 
0.158795, 61.2851, 1.87586, 3.40221, 0.000925, 
0.005473, 62.602, 1.69467, 3.51713, 0.000827, 
0.050023, 60.2369, 1.79931, 2.65667, 0.001299, 
0.133249, 64.4959, 1.70625, 4.37229, 0.000898, 
0.018351, 59.3752, 1.6503, 3.58503, 0.000829, 
0.011134, 58.6189, 1.88531, 5.31451, 0.001005, 
0.142735, 37.5671, 1.6464, 4.09306, 0.000853, 
0, 37.9079, 1.66126, 5.7009, 0.001163, 
0.0576, 38.6826, 1.9551, 3.45297, 0.001162, 
0.004408, 39.2981, 1.89793, 4.87032, 0.000806, 
0, 36.8584, 1.63789, 4.47927, 0.001034, 
0.112392, 38.3559, 1.72076, 5.38467, 0.001398, 
0, 40.2436, 1.98409, 4.32, 0.000655, 
0.118011, 37.9282, 1.98385, 4.59783, 0.000873, 
0, 38.7509, 1.95792, 6.00552, 0.000707, 
0.005119, 36.2127, 1.6882, 3.49993, 0.001028, 
0.025258, 36.5097, 2.05495, 4.33904, 0.000764, 
0, 36.7062, 1.9434, 6.35817, 0.001241, 
0.104282, 39.4954, 1.87173, 6.71247, 0.000956, 
0, 38.9711, 2.04257, 3.80137, 0.001247, 
0.017163, 56.07, 1.89762, 3.97591, 0.000832, 
0.013294, 57.1743, 1.82028, 5.17976, 0.000773, 
0, 57.6778, 1.81309, 1.86084, 0.001116, 
0.115665, 56.2302, 1.82275, 3.09721, 0.001235, 
0.048229, 55.0273, 1.74359, 5.489, 0.001034, 
0.009154, 55.3654, 1.72681, 1.68071, 0.000766, 
0.09762, 56.459, 1.7085, 4.48383, 0.000768, 
0, 57.0844, 1.63951, 1.68406, 0.000993, 
0.126695, 58.6743, 1.73769, 2.21147, 0.000628, 
0.00695, 53.953, 1.67521, 3.50974, 0.001504, 
0.054041, 54.9897, 1.67385, 5.21232, 0.001009, 
0, 56.7544, 2.15326, 3.25565, 0.000871, 
0.172988, 55.7162, 2.38592, 3.6901, 0.001033, 
0.025445, 64.5931, 2.00012, 4.1426, 0.001126, 
0.026398, 59.5174, 2.32646, 4.5959, 0.001119, 
0.148203, 56.3507, 2.25562, 2.2524, 0.000744, 
0.07408, 57.7329, 2.28082, 2.80357, 0.001112, 
0, 60.3165, 2.37399, 2.6678, 0.00095, 
0.012587, 60.8563, 2.32242, 2.0592, 0.001053, 
0.160404, 54.8835, 2.37667, 4.4946, 0.000818, 
0.125834, 56.858, 2.06809, 2.2409, 0.000967, 
0.006367, 55.08, 2.22971, 2.48312, 0.001256, 
0, 55.5334, 2.02517, 2.88011, 0.000743, 
0.06192, 55.6491, 2.11489, 3.36876, 0.000638, 
0.109517, 53.5415, 2.11597, 1.70283, 0.00048, 
0, 57.9859, 2.2162, 1.87809, 0.000768, 
0.03085, 53.7731, 1.87752, 2.07229, 0.000696, 
0.09638, 53.2569, 2.00365, 2.22581, 0.000938, 
0.209338, 52.7255, 2.0486, 3.35107, 0.000931, 
0.170021, 53.075, 2.07586, 3.91396, 0.000843, 
0, 53.3968, 2.0523, 3.07991, 0.00091, 
0.012232, 52.2675, 2.10974, 2.60431, 0.000783, 
0.150194, 55.974, 2.13626, 2.07065, 0.000795, 
0, 54.9596, 2.02833, 3.30833, 0.000867, 
0.235553, 56.2218, 2.15802, 3.1043, 0.000994, 
0.05322, 53.3311, 2.14982, 1.91617, 0.000667, 
0.193243, 54.3611, 2.11042, 1.88412, 0.001108, 
0, 59.063, 3.03352, 2.7172, 0.001401, 
0.113142, 58.4581, 2.11718, 2.65007, 0.000658, 
0.134042, 54.7529, 2.14598, 2.44406, 0.001003, 
0.067627, 52.9892, 2.21211, 2.07926, 0.000907, 
0, 52.6865, 2.10263, 4.0374, 0.000976, 
0.196571, 54.6567, 2.4506, 2.94824, 0.001301, 
0.128924, 54.0745, 2.22279, 3.44, 0.000613, 
0.012807, 58.1585, 2.44296, 2.28845, 0.000704, 
0, 57.6647, 2.37876, 2.80057, 0.001017, 
0, 61.9689, 2.34093, 2.6361, 0.000982, 
0.261871, 54.6709, 2.41037, 3.37383, 0.000954, 
0.246963, 56.2472, 2.38384, 2.90121, 0.000593, 
0.022726, 56.588, 2.4317, 2.48808, 0.000638, 
0, 56.6376, 2.10427, 2.55205, 0.000781, 
0.195625, 58.1757, 2.19563, 2.17326, 0.000628, 
0.159771, 56.4087, 2.00803, 2.28061, 0.001483, 
0.162234, 54.8797, 2.09693, 3.07102, 0.000771, 
0.139341, 54.9268, 2.08106, 2.76556, 0.000977, 
0, 55.6525, 2.14042, 2.20418, 0.000914, 
0.19403, 51.3845, 2.09444, 3.82845, 0.000807, 
0.08364, 53.2231, 2.15922, 4.00796, 0.000681, 
0.009322, 54.9955, 2.10538, 6.72685, 0.001246, 
0, 55.5042, 2.188, 6.1826, 0.001005, 
0.243101, 51.1035, 2.17142, 2.50795, 0.000696, 
0.260909, 51.242, 2.15255, 5.07167, 0.000862, 
0.03253, 49.5187, 2.00579, 4.78144, 0.001104, 
0, 50.1733, 3.02801, 6.79152, 0.001015, 
0.176024, 48.4436, 2.35011, 5.25024, 0.000778, 
0.239011, 54.1461, 2.12529, 2.92652, 0.000961, 
0, 48.8557, 2.06149, 3.39793, 0.000983, 
0.052942, 48.73, 2.24095, 6.34386, 0.000905, 
0.047087, 48.1928, 2.02446, 3.12462, 0.000792, 
0.260824, 49.6974, 2.00621, 2.57616, 0.001264, 
0, 50.8294, 2.02978, 3.36413, 0.001429, 
0.130395, 44.5782, 1.91248, 2.77478, 0.000645, 
0.049331, 46.2752, 1.87061, 3.09081, 0.000705, 
0, 44.6082, 1.85895, 2.44186, 0.000755, 
0.229741, 45.137, 1.98402, 2.13787, 0.000739, 
0, 0.04143, 1.84209, 3.30238, 0.000981, 
0.223721, 0.044707, 1.99427, 2.11362, 0.000754, 
0, 0.040519, 1.96559, 1.85826, 0.000609, 
0, 0.044381, 1.95165, 2.35792, 0.001072, 
0.036889, 0.053558, 1.99465, 2.19993, 0.001048, 
0, 0.049935, 1.89728, 2.58521, 0.000647, 
0, 0.04237, 2.01273, 2.42167, 0.00086, 
0, 0.072519, 1.87899, 2.23315, 0.000754, 
0, 0.048805, 1.93888, 2.25371, 0.001173, 
0, 0.066879, 3.35942, 4.19393, 0.001731, 
0.128748, 0.066623, 2.06664, 3.11206, 0.001134, 
0, 0.064638, 2.33505, 4.19435, 0.000648, 
0, 0.03974, 1.89309, 3.14222, 0.000808, 
0, 0.042024, 1.91634, 2.63836, 0.001047, 
0, 0.082156, 3.28668, 4.98994, 0.001357, 
0.30877, 0.067015, 3.29622, 9.78496, 0.001181, 
0, 0.063603, 3.28636, 8.30399, 0.001764, 
0, 0.087235, 3.28705, 4.15525, 0.000829, 
0, 0.039035, 1.93649, 3.50848, 0.000894, 
0.033192, 0.051574, 1.95424, 2.66643, 0.000855, 
0, 0.051632, 2.15867, 3.70525, 0.001672, 
0, 0.056981, 1.93651, 3.12462, 0.001124, 
0, 0.053601, 2.12384, 3.15519, 0.001435, 
0.047469, 0.068129, 3.17253, 3.18214, 0.00072, 
0, 0.042953, 1.99665, 4.31508, 0.000564, 
0, 0.044247, 2.00816, 2.81656, 0.000668, 
0, 0.041233, 1.99805, 3.9815, 0.000655, 
0, 0.05174, 1.94907, 3.72492, 0.000989, 
0.364688, 0.066125, 3.19922, 3.77086, 0.000637, 
0, 0.063742, 3.33514, 3.77864, 0.000608, 
0, 0.038698, 1.96842, 3.74447, 0.000853, 
0, 0.041321, 2.01802, 3.80072, 0.000823, 
0, 0.043532, 2.02521, 3.1451, 0.000849, 
0.089444, 0.057429, 2.10967, 3.07848, 0.001296, 
0, 0.067585, 3.06167, 4.30441, 0.001073, 
0, 0.057525, 2.92161, 4.71606, 0.001326, 
0, 0.067881, 2.90582, 2.80176, 0.000752, 
0.016594, 0.078455, 3.23121, 4.99376, 0.001849, 
0, 0.047396, 1.796, 3.44895, 0.000882, 
0, 0.046069, 1.77675, 3.25021, 0.000653, 
0, 0.050365, 2.07446, 4.1829, 0.000906, 
0, 0.066967, 3.32554, 4.80679, 0.00138, 
