mapping(ms), replan(ms), sfc(ms), mpc(ms), df(ms), 
0, 0.007519, 2.42571, 2.31731, 0.000958, 
0, 0.007264, 2.3199, 2.15119, 0.000886, 
0.328277, 0.009997, 3.661, 2.15874, 0.000835, 
0, 0.005845, 2.30411, 2.1013, 0.00082, 
0, 0.010158, 4.06701, 4.22706, 0.001295, 
0, 0.008727, 2.49302, 2.2153, 0.00116, 
0.027517, 0.007528, 2.37947, 2.29093, 0.001552, 
0, 0.00769, 2.44839, 1.71451, 0.000842, 
0, 0.007573, 2.49396, 1.66205, 0.000723, 
0, 0.007839, 2.37588, 2.19856, 0.000967, 
0, 0.011739, 3.94394, 3.0145, 0.001224, 
0.035794, 0.009565, 4.0769, 3.96506, 0.00152, 
0, 0.010503, 4.00562, 3.90356, 0.001393, 
0, 0.009121, 3.89755, 2.34551, 0.000985, 
0, 0.007008, 2.48999, 2.25168, 0.000757, 
0, 0.010514, 4.16141, 2.88247, 0.000715, 
0.215129, 0.006349, 2.45791, 2.35196, 0.000683, 
0, 0.006474, 2.39414, 2.3135, 0.000635, 
0, 0.006258, 2.30205, 1.64051, 0.000912, 
0, 0.005999, 2.3935, 1.65844, 0.000765, 
0, 0.009032, 2.40955, 1.69956, 0.001022, 
0.083014, 0.006048, 2.27807, 1.76656, 0.000671, 
0, 0.006428, 2.29475, 1.7665, 0.000742, 
0, 0.005202, 2.33034, 1.70361, 0.000881, 
0, 0.006046, 2.29096, 1.90019, 0.000906, 
0, 0.008378, 2.29462, 1.75392, 0.000971, 
0.018759, 0.009739, 2.9227, 1.83324, 0.000624, 
0, 0.00965, 3.79344, 3.03235, 0.001278, 
0, 0.009293, 3.45887, 1.8682, 0.000831, 
0, 0.006201, 2.28795, 1.83085, 0.000736, 
0, 0.009307, 3.83476, 1.68322, 0.000741, 
0.277545, 0.008028, 2.33047, 1.80891, 0.000699, 
0, 0.006055, 2.23646, 1.85152, 0.000702, 
0, 0.005091, 2.27797, 1.80828, 0.000694, 
0, 0.009741, 3.94242, 3.05292, 0.000758, 
0, 0.0099, 3.90456, 3.03487, 0.001582, 
0, 0.008731, 3.74616, 3.21253, 0.001256, 
0.315076, 0.006226, 3.81291, 3.53443, 0.001606, 
0, 0.005811, 0.9351, 1.36574, 0.000826, 
0, 0.009691, 3.65573, 3.32974, 0.001634, 
0, 0.008013, 1.23403, 1.9688, 0.001161, 
0.018756, 0.004791, 0.903705, 1.27848, 0.000653, 
0, 0.005788, 0.877268, 1.34708, 0.001252, 
0, 0.00845, 1.4803, 2.34097, 0.001178, 
0, 0.005482, 0.91995, 1.34422, 0.000692, 
0, 0.006387, 0.921352, 1.35975, 0.001045, 
0.081743, 0.004357, 0.882278, 1.31881, 0.001027, 
0, 0.005495, 0.881912, 3.07573, 0.001016, 
0, 0.005196, 0.834528, 2.46193, 0.000525, 
0, 0.004791, 0.86649, 2.60305, 0.000823, 
0, 0.005924, 1.98662, 1.79564, 0.000761, 
0.256472, 0.006996, 1.97258, 1.71306, 0.001045, 
0, 0.005257, 1.96858, 1.68961, 0.00064, 
0, 0.004692, 0.925945, 1.49286, 0.000591, 
0, 0.005222, 1.96417, 1.63154, 0.000979, 
0, 0.004757, 2.20252, 1.83444, 0.001325, 
0.031385, 0.00495, 2.18125, 1.77848, 0.000966, 
0, 0.005053, 1.9644, 1.59484, 0.000885, 
0, 0.008158, 1.50207, 2.41071, 0.000669, 
0, 0.004993, 0.91094, 1.32571, 0.000593, 
0, 0.005108, 1.18005, 1.79238, 0.000901, 
0.02957, 0.004558, 0.933321, 1.29441, 0.000742, 
0, 0.004667, 0.876464, 1.45719, 0.001062, 
0, 0.008067, 3.88068, 3.27196, 0.001827, 
0, 0.007265, 2.92423, 1.86492, 0.001134, 
0, 0.006906, 3.83292, 3.3677, 0.001668, 
0.302409, 0.007031, 2.25302, 1.84038, 0.00071, 
0, 0.005456, 1.10136, 1.50542, 0.000916, 
0, 0.00437, 2.08179, 1.76003, 0.000627, 
0, 0.005307, 2.19638, 1.884, 0.001066, 
0, 0.009338, 3.93574, 1.92117, 0.000987, 
0.063762, 0.004213, 2.66891, 1.74638, 0.000713, 
0, 0.003942, 2.45346, 1.77524, 0.000539, 
0, 0.004753, 1.11917, 1.49498, 0.000583, 
0, 0.004528, 1.11887, 1.66362, 0.001, 
0, 0.008607, 1.91991, 2.60815, 0.000661, 
0.023259, 0.003671, 1.2875, 1.50859, 0.000707, 
0, 0.004147, 1.10583, 1.4319, 0.000578, 
0, 0.005071, 1.10254, 1.5162, 0.000769, 
0, 0.00504, 1.12237, 1.40097, 0.000942, 
0, 0.007126, 1.78471, 2.39123, 0.001729, 
0.117589, 0.004171, 1.14036, 1.68732, 0.000914, 
0, 0.006579, 1.8255, 2.64256, 0.001503, 
0, 0.006764, 1.80795, 2.61007, 0.001099, 
0, 0.005795, 1.93495, 3.15908, 0.001, 
0, 0.007242, 1.92582, 2.75287, 0.0022, 
0.14519, 0.003987, 1.11048, 1.66323, 0.00082, 
0, 0.005541, 1.22902, 1.63905, 0.000993, 
0, 0.004425, 1.14964, 1.69374, 0.000739, 
0, 0.005915, 1.28332, 1.94529, 0.001031, 
0, 0.004249, 1.22369, 1.60939, 0.00063, 
0.011944, 0.00429, 1.13708, 1.63078, 0.00075, 
0, 0.003839, 1.22473, 1.77554, 0.000853, 
0, 0.004077, 1.27071, 1.74458, 0.001168, 
0, 0.005667, 1.16259, 1.5299, 0.000806, 
0, 0.005747, 1.31242, 1.6278, 0.00172, 
0, 0.003572, 1.1396, 1.5294, 0.00126, 
0.098322, 0.002769, 1.10106, 1.56821, 0.000671, 
0, 0.003549, 1.636, 1.61956, 0.000654, 
0, 0.003134, 1.2374, 1.61432, 0.000688, 
0.279325, 0.005159, 1.68506, 1.70401, 0.001342, 
0, 0.004437, 1.27449, 1.68924, 0.000955, 
0, 0.002736, 1.17458, 1.65678, 0.00069, 
0, 0.003025, 1.23194, 1.60561, 0.000736, 
0, 0.00308, 1.1936, 1.65653, 0.000814, 
0, 0.003072, 1.26723, 1.81447, 0.001205, 
0.028751, 0.004012, 1.19663, 1.62566, 0.001347, 
0, 0.003332, 1.19153, 1.65966, 0.001193, 
0, 0.002394, 1.15716, 1.65996, 0.00056, 
0, 0.002404, 1.15384, 1.73935, 0.000894, 
0, 0.00343, 1.14989, 1.63494, 0.000865, 
0.025202, 0.005331, 1.20306, 1.62141, 0.001098, 
0, 0.003084, 1.16047, 1.64148, 0.001115, 
0, 0.003029, 1.17798, 1.60143, 0.000733, 
0, 0.002552, 1.1637, 1.88526, 0.00068, 
0, 0.004634, 2.0136, 3.02827, 0.001192, 
0.214173, 0.003816, 1.62844, 1.84184, 0.00077, 
0, 0.002976, 1.12887, 1.70911, 0.000697, 
0, 0.003244, 1.17622, 1.77396, 0.001104, 
0, 0.003597, 1.14671, 1.70072, 0.001316, 
0, 0.002931, 1.13437, 1.61021, 0.000731, 
0.06289, 0.003294, 1.16684, 1.57571, 0.000996, 
0, 0.002608, 1.1586, 1.72772, 0.00082, 
0, 0.00238, 1.19451, 1.74891, 0.00071, 
0, 0.002257, 1.17663, 1.73626, 0.000965, 
0, 0.003867, 1.224, 1.7313, 0.001081, 
0.010439, 0.002495, 1.18415, 1.75902, 0.00065, 
0, 0.003229, 1.17761, 1.65982, 0.000976, 
0, 0.002169, 1.16477, 1.77952, 0.00066, 
0, 0.002402, 1.1998, 1.78082, 0.000932, 
0, 0.002981, 1.21167, 1.74851, 0.00096, 
0.13807, 0.002344, 1.18646, 1.75614, 0.000913, 
0, 0.002631, 1.16648, 1.76902, 0.00069, 
0, 0.002285, 1.29115, 1.83097, 0.00112, 
0, 0.002657, 1.92915, 2.87809, 0.001233, 
0, 0.003516, 1.26798, 1.77589, 0.000929, 
0.14113, 0.002091, 1.23247, 1.90483, 0.000948, 
0, 0.00221, 1.22319, 1.84744, 0.000698, 
0, 0.00311, 2.02519, 1.87563, 0.001257, 
0, 0.005148, 2.10224, 3.09885, 0.001017, 
0.011119, 0.002764, 1.20102, 1.73877, 0.000853, 
0, 0.003903, 1.94452, 1.85453, 0.000681, 
0, 0.00266, 1.22232, 1.77909, 0.000869, 
0, 0.002188, 1.22487, 1.76156, 0.001007, 
0, 0.001964, 1.17497, 1.71643, 0.001268, 
0, 0.002482, 1.31751, 1.81034, 0.001134, 
0.066326, 0.001897, 1.24176, 1.77118, 0.000712, 
0, 0.002277, 1.21296, 1.76322, 0.000553, 
0, 0.002186, 1.23867, 1.75539, 0.000678, 
0, 0.004229, 2.12745, 2.02635, 0.000766, 
0, 0.003016, 1.31238, 1.89705, 0.001135, 
0.156647, 0.002336, 1.27714, 1.79951, 0.00071, 
0, 0.002154, 1.2284, 1.9127, 0.000697, 
0, 0.003684, 2.08496, 3.20649, 0.000777, 
0, 0.002238, 1.15231, 1.81265, 0.000651, 
0, 0.002631, 1.89619, 2.07502, 0.000858, 
0.031131, 0.002697, 1.28786, 1.77375, 0.001294, 
0, 0.003107, 1.26797, 1.66462, 0.000937, 
0, 0.002159, 1.21561, 1.76371, 0.001074, 
0, 0.00201, 1.22473, 1.69011, 0.001116, 
0, 0.003761, 1.45151, 1.95893, 0.001143, 
0.026143, 0.002687, 1.30743, 1.90821, 0.001407, 
0, 0.003528, 1.63949, 1.78151, 0.000716, 
0, 0.001355, 1.23262, 1.81894, 0.000915, 
0, 0.001665, 1.21147, 1.87186, 0.000803, 
0, 0.002924, 2.07315, 3.23126, 0.001208, 
0.332182, 0.002747, 2.10619, 2.04933, 0.000772, 
0, 0.002407, 1.53071, 1.82376, 0.00077, 
0, 0.003562, 1.45486, 1.92817, 0.000667, 
0, 0.001891, 1.27977, 1.93623, 0.00085, 
0, 0.002377, 1.28876, 1.8903, 0.000985, 
0.059123, 0.001843, 1.35249, 2.03171, 0.000681, 
0, 0.001781, 1.28755, 1.80458, 0.000605, 
0, 0.001712, 1.22964, 1.88563, 0.000842, 
0, 0.00163, 1.27927, 2.01335, 0.000714, 
0, 0.003925, 2.16831, 2.07218, 0.000978, 
0.019518, 0.002604, 2.12648, 3.2665, 0.001127, 
0, 0.00291, 2.21533, 2.94467, 0.000746, 
0, 0.002559, 1.24721, 1.80653, 0.001126, 
0, 0.001711, 1.26311, 1.85478, 0.000837, 
0, 0.002825, 1.29435, 2.06349, 0.000751, 
0.268904, 0.002562, 2.18718, 2.00058, 0.000956, 
0, 0.00154, 1.19717, 1.80004, 0.000678, 
0, 0.001525, 1.219, 1.90293, 0.000712, 
0, 0.002075, 1.36692, 1.88554, 0.001178, 
0, 0.003129, 1.31923, 1.93404, 0.001144, 
0.123284, 0.00178, 1.29875, 1.87567, 0.000861, 
0, 0.001631, 1.22734, 1.81127, 0.000774, 
0, 0.001856, 1.21722, 1.68447, 0.000773, 
0, 0.00187, 1.41439, 2.10777, 0.00226, 
0.012983, 0.001988, 1.17991, 1.53465, 0.000858, 
0, 0.002244, 1.49199, 1.94864, 0.000775, 
0, 0.002052, 1.29322, 1.9086, 0.000959, 
0, 0.002426, 1.27434, 1.84811, 0.000903, 
0, 0.001802, 1.14526, 2.26806, 0.000946, 
0, 0.002327, 1.38137, 1.93371, 0.000973, 
0.062312, 0.001939, 1.33649, 1.92628, 0.000807, 
0, 0.001462, 1.26311, 1.86176, 0.001113, 
0, 0.001409, 1.19534, 1.85066, 0.000776, 
0, 0.001706, 1.2752, 1.85839, 0.001077, 
0, 0.001692, 1.34615, 1.91515, 0.000833, 
0.234848, 0.001241, 1.23295, 1.79085, 0.000648, 
0, 0.001898, 1.31243, 1.842, 0.00061, 
0, 0.002296, 1.24479, 1.77992, 0.000763, 
0, 0.002712, 1.34216, 1.93774, 0.001537, 
0.043129, 0.001945, 1.31585, 2.03822, 0.001357, 
0, 0.002156, 1.24849, 1.77035, 0.000839, 
0, 0.002082, 1.33576, 1.97481, 0.000955, 
0, 0.002421, 1.24216, 1.88928, 0.000876, 
0, 0.002292, 1.26814, 1.9407, 0.000768, 
0, 0.002329, 1.20585, 1.74477, 0.000731, 
0.027034, 0.001993, 1.27622, 1.82878, 0.000865, 
0, 0.001497, 1.18122, 1.72638, 0.000547, 
0, 0.001657, 1.44365, 1.88896, 0.000695, 
0, 0.002219, 1.27194, 1.86562, 0.000943, 
0, 0.003205, 1.30059, 1.8588, 0.000911, 
0.092203, 0.001783, 1.25742, 1.85028, 0.00073, 
0, 0.001733, 1.67647, 2.79929, 0.001742, 
0, 0.002677, 1.92287, 2.86133, 0.001342, 
0, 0.00214, 1.3317, 2.13587, 0.000935, 
0, 0.002402, 1.77952, 3.39627, 0.002034, 
0.086233, 0.002063, 2.14562, 3.33764, 0.001723, 
0, 0.002469, 2.07867, 2.13948, 0.001222, 
0, 0.002432, 1.25991, 1.8936, 0.001293, 
0, 0.001188, 1.24473, 1.85744, 0.000662, 
0, 0.002156, 1.23619, 1.71862, 0.000716, 
0.012515, 0.001328, 1.21479, 1.81558, 0.000666, 
0, 0.001299, 1.25748, 1.78575, 0.000566, 
0, 0.002019, 1.24712, 2.09566, 0.000992, 
0, 0.001673, 1.29126, 2.42737, 0.000963, 
0, 0.001952, 1.3393, 2.02323, 0.001042, 
0, 0.002091, 1.26703, 1.8696, 0.00106, 
0.140571, 0.001182, 1.22426, 1.96807, 0.000699, 
0, 0.001307, 1.26846, 1.79926, 0.000762, 
0, 0.001632, 1.24892, 1.90251, 0.00075, 
0, 0.002029, 1.28063, 1.82698, 0.001238, 
0.083408, 0.001206, 1.25268, 1.90248, 0.000983, 
0, 0.001467, 1.25566, 1.84062, 0.000612, 
0, 0.001238, 1.24532, 1.94709, 0.000848, 
0, 0.001382, 1.26115, 1.82703, 0.000685, 
0, 0.002301, 1.34529, 1.88807, 0.000987, 
0.011398, 0.002196, 1.32213, 1.73042, 0.000849, 
0, 0.003305, 2.12726, 3.43534, 0.001219, 
0, 0.001572, 1.29927, 1.96075, 0.000928, 
0, 0.001448, 1.25567, 2.0624, 0.000701, 
0, 0.004134, 2.22559, 3.48937, 0.002258, 
0, 0.003036, 2.12631, 2.19247, 0.001127, 
0.089218, 0.001838, 1.51892, 1.76935, 0.000821, 
0, 0.00186, 1.30707, 2.14251, 0.001282, 
0, 0.003855, 2.16589, 3.30692, 0.001387, 
0, 0.002232, 2.13126, 3.404, 0.001453, 
0.126547, 0.00247, 2.0712, 3.11996, 0.001493, 
0, 0.002641, 1.28723, 1.92045, 0.000826, 
0, 0.001476, 1.21395, 1.79981, 0.001024, 
0, 0.001421, 1.22753, 1.81561, 0.000851, 
0, 0.002012, 1.25361, 1.9254, 0.003648, 
0.044744, 0.002408, 2.11318, 3.27237, 0.002246, 
0, 0.001857, 1.20489, 1.80791, 0.000689, 
0, 0.001187, 1.20312, 2.00776, 0.000858, 
0, 0.001968, 1.88372, 2.73264, 0.001321, 
0, 0.001801, 1.22092, 1.86115, 0.001049, 
0.025257, 0.001427, 1.28258, 1.95617, 0.000823, 
0, 0.001328, 1.2111, 1.88052, 0.000715, 
0, 0.001976, 1.20407, 1.74892, 0.000976, 
0, 0.001537, 1.22675, 1.79559, 0.000731, 
0, 0.001727, 1.25066, 1.74365, 0.000874, 
0.103719, 0.001199, 1.21078, 1.94526, 0.000909, 
0, 0.002059, 1.2354, 1.80454, 0.000695, 
0, 0.001241, 1.22287, 2.09328, 0.000702, 
0, 0.001694, 1.21638, 1.77721, 0.001002, 
0, 0.001612, 1.2753, 1.90321, 0.000895, 
0.053451, 0.001521, 1.22464, 1.76165, 0.001083, 
0, 0.002019, 1.17683, 1.75874, 0.000922, 
0, 0.001378, 1.27483, 1.85794, 0.000831, 
0, 0.001504, 1.54199, 1.89878, 0.000737, 
0, 0.001944, 1.2351, 1.74535, 0.000859, 
0.013033, 0.001941, 1.22968, 1.7301, 0.001165, 
0, 0.001023, 1.23804, 2.02404, 0.000581, 
0, 0.001698, 1.22714, 1.77592, 0.001333, 
0, 0.002577, 2.00076, 3.06223, 0.001183, 
0, 0.002095, 1.78604, 1.74433, 0.001418, 
0.115158, 0.001315, 1.20996, 1.75622, 0.000768, 
0, 0.001729, 1.14981, 1.89811, 0.00085, 
0, 0.00119, 1.18326, 1.62115, 0.001127, 
0, 0.002278, 1.98625, 3.10548, 0.001308, 
0, 0.003829, 2.20999, 3.35608, 0.001513, 
0.079149, 0.001321, 1.21319, 1.74793, 0.001078, 
0, 0.001422, 1.30824, 2.1552, 0.00092, 
0, 0.001487, 1.23528, 1.81646, 0.000822, 
0, 0.001166, 1.25059, 1.79461, 0.000644, 
0, 0.001818, 1.3055, 2.03064, 0.001013, 
0.013359, 0.001238, 1.22912, 1.78008, 0.000901, 
0, 0.001407, 1.20526, 1.8119, 0.000621, 
0, 0.001214, 1.17352, 1.79621, 0.000948, 
0, 0.00132, 1.18501, 1.75781, 0.00091, 
0, 0.001804, 1.16936, 1.80165, 0.000833, 
0.099157, 0.002191, 2.04022, 1.89493, 0.001171, 
0, 0.002158, 1.81375, 2.87285, 0.0016, 
0, 0.001295, 1.18092, 1.84925, 0.00056, 
0, 0.003562, 2.06151, 3.08048, 0.001208, 
0.219106, 0.002181, 1.99849, 3.05253, 0.001534, 
0, 0.002109, 1.17303, 1.701, 0.001513, 
0, 0.0012, 1.2105, 1.76383, 0.000926, 
0, 0.002131, 1.22684, 1.75473, 0.001078, 
0, 0.001961, 1.26551, 1.79135, 0.000658, 
0, 0.001971, 1.25471, 1.79094, 0.001801, 
0.049427, 0.001749, 1.90503, 2.71496, 0.001179, 
0, 0.001622, 1.19452, 1.86477, 0.000997, 
0, 0.00169, 1.71335, 3.17782, 0.001323, 
0, 0.002949, 2.09754, 3.26545, 0.001371, 
0, 0.002111, 149.412, 1.70202, 0.000946, 
0.038033, 0.001255, 1.11699, 1.90664, 0.000883, 
0.190097, 0.001566, 2.07051, 3.35944, 0.001921, 
0.053394, 0.00107, 1.18314, 2.29101, 0.001056, 
0, 0.001644, 1.22288, 1.78656, 0.001343, 
0, 0.002233, 1.63398, 1.93964, 0.001, 
0, 0.001128, 1.17989, 1.98314, 0.000919, 
0, 0.001616, 1.23889, 1.87069, 0.000688, 
0.017321, 0.00138, 1.22188, 1.83723, 0.000777, 
0, 0.001446, 1.18348, 1.95317, 0.001349, 
0, 0.001612, 1.2646, 1.94489, 0.00079, 
0, 0.002115, 1.24111, 1.99355, 0.001582, 
0, 0.002068, 1.26255, 2.00636, 0.001295, 
0.072544, 0.001101, 1.25468, 1.90555, 0.000708, 
0, 0.001043, 1.21681, 1.99358, 0.000971, 
0, 0.001816, 1.24746, 1.92504, 0.000909, 
0, 0.000946, 1.25774, 1.89116, 0.00132, 
0, 0.001698, 1.25105, 2.10035, 0.00095, 
0, 0.001693, 1.26395, 1.89095, 0.000711, 
0.071965, 0.000852, 1.2389, 1.85745, 0.000582, 
0, 0.001392, 1.2322, 1.98075, 0.000666, 
0, 0.001202, 1.20344, 1.85214, 0.000726, 
0, 0.001546, 1.21887, 1.77044, 0.001012, 
0.019494, 0.002161, 1.32057, 1.98183, 0.000847, 
0, 0.001397, 1.3404, 1.87168, 0.000529, 
0, 0.002561, 2.24425, 3.28925, 0.001012, 
0, 0.00283, 1.94772, 3.17444, 0.001545, 
0, 0.002828, 1.97459, 3.3043, 0.001213, 
0.092258, 0.00187, 2.03131, 3.33936, 0.001514, 
0, 0.002235, 2.13479, 3.45151, 0.001337, 
0, 0.002553, 1.56896, 1.86737, 0.00092, 
0, 0.001268, 1.24198, 1.83297, 0.001084, 
0, 0.002164, 2.08182, 2.45117, 0.001254, 
0.096202, 0.001126, 1.28441, 1.74676, 0.00079, 
0, 0.00253, 1.79596, 1.82245, 0.000694, 
0, 0.002522, 1.36494, 1.86555, 0.001051, 
0, 0.001342, 1.24298, 2.07807, 0.000827, 
0, 0.001392, 1.26074, 1.95232, 0.000759, 
0.03248, 0.002438, 1.25222, 1.94854, 0.001116, 
0, 0.001584, 1.21752, 1.90532, 0.001121, 
0, 0.002444, 2.16752, 3.08248, 0.001276, 
0, 0.002158, 1.24596, 1.97579, 0.000982, 
0.019961, 0.001504, 1.18362, 1.72196, 0.00085, 
0, 0.00156, 1.24553, 1.95613, 0.00061, 
0, 0.00118, 1.29999, 1.83616, 0.001519, 
0, 0.002571, 1.8002, 1.86103, 0.000683, 
0, 0.001953, 1.35715, 1.64899, 0.000767, 
0.103235, 0.001154, 1.14481, 1.94031, 0.000752, 
0, 0.001687, 1.44169, 1.83168, 0.000643, 
0, 0.001689, 1.19049, 1.81345, 0.000806, 
0, 0.001226, 1.25481, 1.92417, 0.000592, 
0.047559, 0.001334, 1.3225, 2.01245, 0.000671, 
0, 0.001375, 1.2566, 2.07548, 0.001076, 
0, 0.002288, 2.05042, 3.28694, 0.001218, 
0, 0.001839, 2.08974, 3.3716, 0.001259, 
0, 0.002344, 2.06999, 2.89264, 0.001287, 
0.026412, 0.001466, 1.24728, 1.90974, 0.000982, 
0, 0.002333, 1.48837, 1.90422, 0.000648, 
0, 0.001417, 1.28358, 1.9521, 0.000766, 
0, 0.002183, 1.86387, 2.26411, 0.000743, 
0, 0.001775, 2.04625, 3.30748, 0.001573, 
0, 0.002035, 1.94177, 2.49138, 0.000862, 
0.063839, 0.000927, 1.17655, 1.80045, 0.000597, 
0, 0.001181, 1.15845, 1.82422, 0.001488, 
0, 0.001395, 1.26357, 1.94417, 0.00101, 
0, 0.004453, 1.33821, 2.00221, 0.000702, 
0, 0.001684, 1.31117, 2.10586, 0.001096, 
0.062227, 0.001171, 1.16723, 1.93635, 0.00094, 
0, 0.001316, 1.27245, 2.0016, 0.001233, 
0, 0.001545, 1.27124, 2.291, 0.001551, 
0, 0.001595, 1.30447, 1.80535, 0.000952, 
0.02092, 0.002053, 2.1354, 3.23307, 0.001406, 
0, 0.001463, 1.20632, 1.77233, 0.000837, 
0, 0.001244, 1.18875, 1.97346, 0.000715, 
0, 0.001622, 1.19996, 1.82707, 0.00084, 
0, 0.001616, 1.23674, 1.77709, 0.000897, 
0, 0.001948, 2.05053, 1.8831, 0.00077, 
0.080376, 0.001791, 1.98263, 3.14639, 0.001438, 
0, 0.002703, 1.99794, 2.97354, 0.001323, 
0, 0.001441, 1.18842, 1.77854, 0.00081, 
0, 0.002074, 1.3652, 1.93265, 0.000874, 
0.063841, 0.000942, 1.42867, 2.93295, 0.001114, 
0, 0.002121, 1.96043, 1.77584, 0.001114, 
0, 0.002198, 2.01459, 2.92917, 0.001246, 
0, 0.001338, 1.1805, 1.81931, 0.00086, 
0, 0.001903, 1.82188, 1.77273, 0.000908, 
0.048736, 0.001906, 1.34288, 2.06551, 0.001252, 
0, 0.002136, 1.30337, 2.47988, 0.000999, 
0, 0.003399, 1.51238, 2.25968, 0.000894, 
0, 0.002492, 2.11746, 3.63831, 0.003231, 
0.047425, 0.001897, 1.98712, 3.37862, 0.001273, 
0, 0.001359, 1.95083, 3.04917, 0.00117, 
0, 0.001921, 1.50149, 1.94726, 0.000783, 
0, 0.002582, 2.04261, 3.11611, 0.001227, 
0, 0.002372, 1.43229, 1.90999, 0.00086, 
0.113671, 0.001044, 1.24316, 1.91539, 0.000867, 
0, 0.00139, 1.18677, 1.68698, 0.001484, 
0, 0.001446, 1.22609, 1.79352, 0.000623, 
0, 0.001664, 1.25543, 2.10492, 0.001017, 
0.05726, 0.001143, 1.28758, 2.01757, 0.000882, 
0, 0.001319, 1.16991, 1.76855, 0.000693, 
0, 0.001146, 1.19589, 1.69782, 0.001394, 
0, 0.001317, 1.2671, 1.88764, 0.000645, 
0, 0.00163, 1.27179, 1.9815, 0.000601, 
0.023875, 0.0023, 1.40195, 1.79899, 0.000807, 
0, 0.002399, 1.1939, 1.66556, 0.001559, 
0, 0.001782, 2.00546, 3.08699, 0.001073, 
0, 0.001326, 1.22137, 1.95225, 0.000882, 
0, 0.00149, 1.25337, 1.93873, 0.001119, 
0, 0.001416, 1.26377, 1.91517, 0.000888, 
0.100366, 0.000881, 1.25879, 1.7337, 0.000726, 
0, 0.002289, 1.9129, 2.27737, 0.000915, 
0, 0.001441, 1.20791, 1.98167, 0.000692, 
0, 0.001311, 1.12043, 1.67646, 0.000838, 
0, 0.001612, 1.1935, 1.87954, 0.000798, 
0.108343, 0.001698, 2.05306, 3.23123, 0.001252, 
0, 0.001849, 2.00883, 3.07507, 0.00103, 
0, 0.002284, 1.97489, 3.02303, 0.000893, 
0, 0.001745, 1.2812, 1.98015, 0.000874, 
0.016233, 0.001828, 1.26258, 1.91214, 0.001008, 
0, 0.001163, 1.28807, 1.90399, 0.000597, 
0, 0.001159, 1.2447, 1.84877, 0.000631, 
0, 0.001352, 1.17963, 1.95505, 0.000742, 
0, 0.002926, 1.26601, 1.88087, 0.000638, 
0, 0.001911, 2.19017, 3.25454, 0.001322, 
0.060111, 0.000921, 1.57322, 1.89095, 0.000589, 
0, 0.001187, 1.21402, 1.81349, 0.000809, 
0, 0.001227, 1.26355, 1.81811, 0.001166, 
0, 0.00119, 1.24409, 1.86527, 0.001005, 
0, 0.001791, 1.24776, 1.96631, 0.000868, 
0.075494, 0.000978, 1.30717, 1.98969, 0.00066, 
0, 0.00148, 1.23435, 1.80226, 0.002097, 
0, 0.001337, 1.28177, 1.92257, 0.000742, 
0, 0.002063, 1.37911, 1.92587, 0.00108, 
0, 0.001929, 1.26882, 2.13218, 0.001697, 
0.052604, 0.002312, 1.27912, 1.92916, 0.001456, 
0, 0.002886, 1.70161, 2.00008, 0.000946, 
0, 0.003524, 1.21714, 1.87508, 0.001558, 
0.031929, 0.001508, 1.33699, 2.0138, 0.000853, 
0, 0.002132, 1.21417, 1.79295, 0.000819, 
0, 0.001438, 1.17912, 1.91198, 0.000716, 
0, 0.002275, 2.10976, 3.46912, 0.001237, 
0, 0.002778, 1.6426, 1.98203, 0.001422, 
0.116698, 0.002233, 1.35039, 1.81767, 0.000942, 
0, 0.001536, 1.2761, 1.9153, 0.001156, 
0, 0.001427, 1.28815, 2.06772, 0.001287, 
0, 0.002046, 1.26302, 1.89213, 0.000865, 
0, 0.00358, 2.22105, 2.61825, 0.000997, 
0.077005, 0.002146, 1.99199, 3.18428, 0.001148, 
0, 0.001774, 2.04651, 3.26469, 0.001097, 
0, 0.002321, 2.16114, 3.39198, 0.001388, 
0, 0.001868, 1.95285, 1.88264, 0.00094, 
0, 0.001877, 1.24883, 2.10688, 0.000873, 
0.021054, 0.00238, 1.97391, 3.19282, 0.001352, 
0, 0.001974, 1.42682, 2.02064, 0.000825, 
0, 0.001005, 1.20991, 1.92832, 0.000622, 
0, 0.001968, 1.29121, 1.83638, 0.00074, 
0, 0.002078, 2.06449, 3.329, 0.001218, 
0.106037, 0.001759, 1.38238, 1.83255, 0.000989, 
0, 0.002305, 2.03204, 2.99358, 0.001477, 
0, 0.00153, 1.32571, 2.08061, 0.001209, 
0, 0.00149, 1.342, 2.21223, 0.001279, 
0, 0.003182, 1.68537, 2.02987, 0.000737, 
0.059817, 0.001124, 1.22884, 1.91282, 0.000641, 
0, 0.001119, 1.18676, 2.02651, 0.000808, 
0, 0.001226, 1.23909, 1.73792, 0.000557, 
0, 0.001336, 1.35835, 1.79436, 0.00117, 
0.015211, 0.00152, 1.4662, 1.95334, 0.000881, 
0, 0.001341, 1.33014, 1.94112, 0.000641, 
0, 0.001333, 1.31226, 1.92232, 0.000781, 
0, 0.001267, 1.35933, 2.03983, 0.001121, 
0, 0.001963, 1.22851, 1.84683, 0.00076, 
0, 0.001432, 1.24931, 1.85923, 0.000817, 
0.055268, 0.001017, 1.27947, 1.8871, 0.001129, 
0, 0.001135, 1.23304, 1.77965, 0.000665, 
0, 0.001309, 1.32023, 2.06618, 0.000819, 
0, 0.001208, 1.28256, 1.69993, 0.000957, 
0, 0.001847, 1.21774, 1.86031, 0.000927, 
